qid,hallucination_id,method,injection_type,injected_numeric,gate_1_detected,gate_2_detected,gate_3_detected,end_gate_detected,any_detected,actionable_detected,early_detected,pre_narrative_detected,injected_in_final
FB_096_3F49DA9A,FB_096_3F49DA9A_H2,vanilla,dollar_amount,126259.0,False,False,False,False,False,False,False,False,False
FB_096_3F49DA9A,FB_096_3F49DA9A_H1,vanilla,large_number,1899.0,False,False,False,False,False,False,False,False,True
FB_097_2BA7758E,FB_097_2BA7758E_H2,vanilla,percentage,69.6,False,False,False,False,False,False,False,False,True
FB_097_2BA7758E,FB_097_2BA7758E_H1,vanilla,percentage,70.4,False,False,False,False,False,False,False,False,True
FB_098_7154A728,FB_098_7154A728_H2,vanilla,dollar_amount,801.0,False,False,False,False,False,False,False,False,True
FB_098_7154A728,FB_098_7154A728_H1,vanilla,dollar_amount,12001.0,False,False,False,False,False,False,False,False,True
FB_099_6BE111D5,FB_099_6BE111D5_H3,vanilla,dollar_amount,18.0,False,False,False,False,False,False,False,False,True
FB_099_6BE111D5,FB_099_6BE111D5_H2,vanilla,dollar_amount,6231.0,False,False,False,False,False,False,False,False,True
FB_099_6BE111D5,FB_099_6BE111D5_H1,vanilla,dollar_amount,9150.0,False,False,False,False,False,False,False,False,True
FB_100_6814F36E,FB_100_6814F36E_H2,vanilla,dollar_amount,1172.0,False,False,False,False,False,False,False,False,True
FB_100_6814F36E,FB_100_6814F36E_H1,vanilla,dollar_amount,2011.0,False,False,False,False,False,False,False,False,False
FB_101_79109208,FB_101_79109208_H2,vanilla,dollar_amount,37987.0,False,False,False,False,False,False,False,False,False
FB_101_79109208,FB_101_79109208_H1,vanilla,dollar_amount,64022.0,False,False,False,False,False,False,False,False,False
FB_102_F5764A3D,FB_102_F5764A3D_H2,vanilla,dollar_amount,16467.0,False,False,False,False,False,False,False,False,False
FB_102_F5764A3D,FB_102_F5764A3D_H1,vanilla,dollar_amount,14968.0,False,False,False,False,False,False,False,False,True
FB_103_98E6E9E2,FB_103_98E6E9E2_H2,vanilla,dollar_amount,90117.0,False,False,False,False,False,False,False,False,False
FB_103_98E6E9E2,FB_103_98E6E9E2_H1,vanilla,dollar_amount,87879.0,False,False,False,False,False,False,False,False,False
FB_104_AE0FFD33,FB_104_AE0FFD33_H3,vanilla,dollar_amount,952.0,False,False,False,False,False,False,False,False,True
FB_104_AE0FFD33,FB_104_AE0FFD33_H2,vanilla,dollar_amount,1050.0,False,False,False,False,False,False,False,False,True
FB_104_AE0FFD33,FB_104_AE0FFD33_H1,vanilla,dollar_amount,1084.0,False,False,False,False,False,False,False,False,True
FB_105_61DCE693,FB_105_61DCE693_H3,vanilla,dollar_amount,8743.0,False,False,False,False,False,False,False,False,True
FB_105_61DCE693,FB_105_61DCE693_H2,vanilla,dollar_amount,17790.0,False,False,False,False,False,False,False,False,True
FB_105_61DCE693,FB_105_61DCE693_H1,vanilla,percentage,12.12,False,False,False,False,False,False,False,False,True
FB_106_EB0A9203,FB_106_EB0A9203_H2,vanilla,dollar_amount,1.0,False,False,False,False,False,False,False,False,True
FB_107_B17259C6,FB_107_B17259C6_H2,vanilla,dollar_amount,532.0,False,False,False,False,False,False,False,False,True
FB_107_B17259C6,FB_107_B17259C6_H1,vanilla,dollar_amount,59.0,False,False,False,False,False,False,False,False,True
FB_108_8E72B311,FB_108_8E72B311_H2,vanilla,dollar_amount,793.0,False,False,False,False,False,False,False,False,False
FB_108_8E72B311,FB_108_8E72B311_H1,vanilla,dollar_amount,301.0,False,False,False,False,False,False,False,False,True
FB_109_F3781DA6,FB_109_F3781DA6_H2,vanilla,dollar_amount,4868.0,False,False,False,False,False,False,False,False,True
FB_109_F3781DA6,FB_109_F3781DA6_H1,vanilla,dollar_amount,210.0,False,False,False,False,False,False,False,False,True
FB_110_74F7847F,FB_110_74F7847F_H2,vanilla,dollar_amount,1210.0,False,False,False,False,False,False,False,False,False
FB_110_74F7847F,FB_110_74F7847F_H1,vanilla,dollar_amount,730.0,False,False,False,False,False,False,False,False,False
FB_111_A4B199F5,FB_111_A4B199F5_H3,vanilla,dollar_amount,15037.0,False,False,False,False,False,False,False,False,True
FB_111_A4B199F5,FB_111_A4B199F5_H2,vanilla,dollar_amount,19557.0,False,False,False,False,False,False,False,False,True
FB_111_A4B199F5,FB_111_A4B199F5_H1,vanilla,dollar_amount,28477.0,False,False,False,False,False,False,False,False,True
FB_112_2DC55A31,FB_112_2DC55A31_H2,vanilla,dollar_amount,41918.0,False,False,False,False,False,False,False,False,True
FB_112_2DC55A31,FB_112_2DC55A31_H1,vanilla,dollar_amount,28845.0,False,False,False,False,False,False,False,False,True
FB_113_30E7F266,FB_113_30E7F266_H2,vanilla,large_number,17859.0,False,False,False,False,False,False,False,False,True
FB_113_30E7F266,FB_113_30E7F266_H1,vanilla,large_number,906.0,False,False,False,False,False,False,False,False,False
FB_114_ACC06CE8,FB_114_ACC06CE8_H2,vanilla,dollar_amount,2742.0,False,False,False,False,False,False,False,False,True
FB_114_ACC06CE8,FB_114_ACC06CE8_H1,vanilla,dollar_amount,3253.0,False,False,False,False,False,False,False,False,True
FB_115_AE55E4C4,FB_115_AE55E4C4_H3,vanilla,dollar_amount,9070.0,False,False,False,False,False,False,False,False,True
FB_115_AE55E4C4,FB_115_AE55E4C4_H2,vanilla,large_number,21769.0,False,False,False,False,False,False,False,False,False
FB_115_AE55E4C4,FB_115_AE55E4C4_H1,vanilla,percentage,47.3,False,False,False,False,False,False,False,False,False
FB_116_1C09CCA7,FB_116_1C09CCA7_H3,vanilla,dollar_amount,5544.0,False,False,False,False,False,False,False,False,True
FB_116_1C09CCA7,FB_116_1C09CCA7_H2,vanilla,dollar_amount,9099.0,False,False,False,False,False,False,False,False,True
FB_116_1C09CCA7,FB_116_1C09CCA7_H1,vanilla,dollar_amount,4680.0,False,False,False,False,False,False,False,False,True
FB_117_C880E731,FB_117_C880E731_H3,vanilla,dollar_amount,6037.0,False,False,False,False,False,False,False,False,False
FB_117_C880E731,FB_117_C880E731_H2,vanilla,dollar_amount,6546.86,False,False,False,False,False,False,False,False,False
FB_117_C880E731,FB_117_C880E731_H1,vanilla,dollar_amount,3274.29,False,False,False,False,False,False,False,False,False
FB_118_8B6021A4,FB_118_8B6021A4_H3,vanilla,large_number,739.0,False,False,False,False,False,False,False,False,False
FB_118_8B6021A4,FB_118_8B6021A4_H2,vanilla,dollar_amount,7663.0,False,False,False,False,False,False,False,False,True
FB_118_8B6021A4,FB_118_8B6021A4_H1,vanilla,dollar_amount,4216.0,False,False,False,False,False,False,False,False,False
FB_119_3CD84B18,FB_119_3CD84B18_H3,vanilla,dollar_amount,23876.0,False,False,False,False,False,False,False,False,True
FB_119_3CD84B18,FB_119_3CD84B18_H2,vanilla,dollar_amount,12740.0,False,False,False,False,False,False,False,False,False
FB_119_3CD84B18,FB_119_3CD84B18_H1,vanilla,dollar_amount,8689.0,False,False,False,False,False,False,False,False,False
FB_120_223C47BE,FB_120_223C47BE_H2,vanilla,dollar_amount,3.2,False,False,False,False,False,False,False,False,True
FB_120_223C47BE,FB_120_223C47BE_H1,vanilla,dollar_amount,2.5,False,False,False,False,False,False,False,False,True
FB_124_C0D9EB5C,FB_124_C0D9EB5C_H3,vanilla,dollar_amount,6616.0,False,False,False,False,False,False,False,False,False
FB_124_C0D9EB5C,FB_124_C0D9EB5C_H2,vanilla,dollar_amount,15021.0,False,False,False,False,False,False,False,False,False
FB_124_C0D9EB5C,FB_124_C0D9EB5C_H1,vanilla,dollar_amount,6610.0,False,False,False,False,False,False,False,False,False
FB_125_E7A2D24B,FB_125_E7A2D24B_H3,vanilla,percentage,18.6,False,False,False,False,False,False,False,False,False
FB_125_E7A2D24B,FB_125_E7A2D24B_H2,vanilla,dollar_amount,17408.0,False,False,False,False,False,False,False,False,True
FB_125_E7A2D24B,FB_125_E7A2D24B_H1,vanilla,dollar_amount,22497.0,False,False,False,False,False,False,False,False,False
FB_126_3313FCA9,FB_126_3313FCA9_H3,vanilla,percentage,27.2,False,False,False,False,False,False,False,False,True
FB_126_3313FCA9,FB_126_3313FCA9_H2,vanilla,large_number,475408619.0,False,False,False,False,False,False,False,False,False
FB_126_3313FCA9,FB_126_3313FCA9_H1,vanilla,large_number,748272843.0,False,False,False,False,False,False,False,False,False
FB_127_E1B380E5,FB_127_E1B380E5_H2,vanilla,dollar_amount,1.0,False,False,False,False,False,False,False,False,True
FB_127_E1B380E5,FB_127_E1B380E5_H1,vanilla,dollar_amount,4.6,False,False,False,False,False,False,False,False,True
FB_128_F410AC0E,FB_128_F410AC0E_H3,vanilla,dollar_amount,4150.0,False,False,False,False,False,False,False,False,True
FB_128_F410AC0E,FB_128_F410AC0E_H2,vanilla,dollar_amount,27616.0,False,False,False,False,False,False,False,False,True
FB_128_F410AC0E,FB_128_F410AC0E_H1,vanilla,dollar_amount,107506.0,False,False,False,False,False,False,False,False,True
FB_129_1F62F697,FB_129_1F62F697_H3,vanilla,percentage,14.2,False,False,False,False,False,False,False,False,False
FB_129_1F62F697,FB_129_1F62F697_H2,vanilla,percentage,16.9,False,False,False,False,False,False,False,False,False
FB_129_1F62F697,FB_129_1F62F697_H1,vanilla,dollar_amount,1.0,False,False,False,False,False,False,False,False,True
FB_130_B646D047,FB_130_B646D047_H3,vanilla,percentage,17.6,False,False,False,False,False,False,False,False,True
FB_130_B646D047,FB_130_B646D047_H2,vanilla,percentage,2.6,False,False,False,False,False,False,False,False,True
FB_130_B646D047,FB_130_B646D047_H1,vanilla,percentage,17.0,False,False,False,False,False,False,False,False,True
FB_131_3A78CB5F,FB_131_3A78CB5F_H2,vanilla,dollar_amount,8948.0,False,False,False,False,False,False,False,False,True
FB_131_3A78CB5F,FB_131_3A78CB5F_H1,vanilla,large_number,7869.0,False,False,False,False,False,False,False,False,False
FB_132_9F7A4F77,FB_132_9F7A4F77_H2,vanilla,dollar_amount,26881.0,False,False,False,False,False,False,False,False,False
FB_132_9F7A4F77,FB_132_9F7A4F77_H1,vanilla,dollar_amount,1431.0,False,False,False,False,False,False,False,False,True
FB_133_F4882588,FB_133_F4882588_H3,vanilla,dollar_amount,14483.0,False,False,False,False,False,False,False,False,True
FB_133_F4882588,FB_133_F4882588_H2,vanilla,dollar_amount,2747.0,False,False,False,False,False,False,False,False,True
FB_133_F4882588,FB_133_F4882588_H1,vanilla,dollar_amount,1317.0,False,False,False,False,False,False,False,False,True
FB_134_8EAD738D,FB_134_8EAD738D_H1,vanilla,dollar_amount,1654.0,False,False,False,False,False,False,False,False,True
FB_135_DFC4B0A4,FB_135_DFC4B0A4_H3,vanilla,dollar_amount,2548.0,False,False,False,False,False,False,False,False,True
FB_135_DFC4B0A4,FB_135_DFC4B0A4_H2,vanilla,dollar_amount,16404.0,False,False,False,False,False,False,False,False,True
FB_135_DFC4B0A4,FB_135_DFC4B0A4_H1,vanilla,percentage,0.0,False,False,False,False,False,False,False,False,False
FB_137_A71B03EF,FB_137_A71B03EF_H2,vanilla,dollar_amount,751.0,False,False,False,False,False,False,False,False,True
FB_137_A71B03EF,FB_137_A71B03EF_H1,vanilla,dollar_amount,931.0,False,False,False,False,False,False,False,False,False
FB_138_1767BBA1,FB_138_1767BBA1_H3,vanilla,dollar_amount,5245.6,False,False,False,False,False,False,False,False,True
FB_138_1767BBA1,FB_138_1767BBA1_H2,vanilla,dollar_amount,2212.1,False,False,False,False,False,False,False,False,True
FB_138_1767BBA1,FB_138_1767BBA1_H1,vanilla,dollar_amount,2497.7,False,False,False,False,False,False,False,False,True
FB_139_4FC46F83,FB_139_4FC46F83_H3,vanilla,dollar_amount,1698.3,False,False,False,False,False,False,False,False,False
FB_139_4FC46F83,FB_139_4FC46F83_H2,vanilla,percentage,31.4,False,False,False,False,False,False,False,False,False
FB_139_4FC46F83,FB_139_4FC46F83_H1,vanilla,percentage,43.9,False,False,False,False,False,False,False,False,False
FB_140_E38BA3D2,FB_140_E38BA3D2_H3,vanilla,dollar_amount,952.0,False,False,False,False,False,False,False,False,True
FB_140_E38BA3D2,FB_140_E38BA3D2_H2,vanilla,dollar_amount,1266.6,False,False,False,False,False,False,False,False,True
FB_140_E38BA3D2,FB_140_E38BA3D2_H1,vanilla,dollar_amount,1112.3,False,False,False,False,False,False,False,False,True
FB_141_339C8E4B,FB_141_339C8E4B_H3,vanilla,dollar_amount,298.0,False,False,False,False,False,False,False,False,True
FB_141_339C8E4B,FB_141_339C8E4B_H2,vanilla,dollar_amount,1001.0,False,False,False,False,False,False,False,False,True
FB_141_339C8E4B,FB_141_339C8E4B_H1,vanilla,percentage,18.1,False,False,False,False,False,False,False,False,False
FB_142_54C31BE1,FB_142_54C31BE1_H2,vanilla,dollar_amount,830.6,False,False,False,False,False,False,False,False,True
FB_142_54C31BE1,FB_142_54C31BE1_H1,vanilla,dollar_amount,4411.0,False,False,False,False,False,False,False,False,False
FB_143_A0EA48F4,FB_143_A0EA48F4_H3,vanilla,dollar_amount,15974.0,False,False,False,False,False,False,False,False,False
FB_143_A0EA48F4,FB_143_A0EA48F4_H2,vanilla,dollar_amount,1034.0,False,False,False,False,False,False,False,False,True
FB_143_A0EA48F4,FB_143_A0EA48F4_H1,vanilla,dollar_amount,8922.0,False,False,False,False,False,False,False,False,True
FB_144_BD395CC4,FB_144_BD395CC4_H2,vanilla,dollar_amount,2611.0,False,False,False,False,False,False,False,False,True
FB_144_BD395CC4,FB_144_BD395CC4_H1,vanilla,dollar_amount,4598.0,False,False,False,False,False,False,False,False,True
FB_145_F02E8ED1,FB_145_F02E8ED1_H2,vanilla,dollar_amount,37936.0,False,False,False,False,False,False,False,False,True
FB_145_F02E8ED1,FB_145_F02E8ED1_H1,vanilla,dollar_amount,7911.0,False,False,False,False,False,False,False,False,True
FB_146_6EE83766,FB_146_6EE83766_H3,vanilla,dollar_amount,127741.0,False,False,False,False,False,False,False,False,True
FB_146_6EE83766,FB_146_6EE83766_H2,vanilla,dollar_amount,15877.0,False,False,False,False,False,False,False,False,True
FB_146_6EE83766,FB_146_6EE83766_H1,vanilla,dollar_amount,12860.0,False,False,False,False,False,False,False,False,True
FB_147_D81E1F94,FB_147_D81E1F94_H3,vanilla,dollar_amount,214715.0,False,False,False,False,False,False,False,False,True
FB_147_D81E1F94,FB_147_D81E1F94_H2,vanilla,dollar_amount,212971.0,False,False,False,False,False,False,False,False,True
FB_147_D81E1F94,FB_147_D81E1F94_H1,vanilla,dollar_amount,50809.0,False,False,False,False,False,False,False,False,True
FB_148_2F878B14,FB_148_2F878B14_H2,vanilla,dollar_amount,883.0,False,False,False,False,False,False,False,False,False
FB_148_2F878B14,FB_148_2F878B14_H1,vanilla,large_number,32542.0,False,False,False,False,False,False,False,False,False
FB_149_247B6607,FB_149_247B6607_H2,vanilla,dollar_amount,30045.0,False,False,False,False,False,False,False,False,True
FB_149_247B6607,FB_149_247B6607_H1,vanilla,percentage,16.1,False,False,False,False,False,False,False,False,False
FB_150_3E3CE551,FB_150_3E3CE551_H2,vanilla,dollar_amount,14431.0,False,False,False,False,False,False,False,False,False
FB_150_3E3CE551,FB_150_3E3CE551_H1,vanilla,dollar_amount,347115.0,False,False,False,False,False,False,False,False,False
FB_001_F18BFC11,FB_001_F18BFC11_H2,end_check,dollar_amount,1677.0,False,False,False,False,False,False,False,False,True
FB_001_F18BFC11,FB_001_F18BFC11_H1,end_check,dollar_amount,1967.0,False,False,False,False,False,False,False,False,True
FB_002_42BE1D74,FB_002_42BE1D74_H2,end_check,dollar_amount,14.3,False,False,False,False,False,False,False,False,True
FB_002_42BE1D74,FB_002_42BE1D74_H1,end_check,dollar_amount,10.9,False,False,False,False,False,False,False,False,True
FB_003_959AE4F2,FB_003_959AE4F2_H3,end_check,dollar_amount,59768.0,False,False,False,False,False,False,False,False,True
FB_003_959AE4F2,FB_003_959AE4F2_H2,end_check,dollar_amount,1858.0,False,False,False,False,False,False,False,False,True
FB_003_959AE4F2,FB_003_959AE4F2_H1,end_check,dollar_amount,29761.0,False,False,False,False,False,False,False,False,True
FB_004_FF1B8BC2,FB_004_FF1B8BC2_H3,end_check,dollar_amount,7927.0,False,False,False,False,False,False,False,False,False
FB_004_FF1B8BC2,FB_004_FF1B8BC2_H2,end_check,dollar_amount,46995.0,False,False,False,False,False,False,False,False,True
FB_004_FF1B8BC2,FB_004_FF1B8BC2_H1,end_check,dollar_amount,44964.0,False,False,False,False,False,False,False,False,True
FB_005_FE85BE68,FB_005_FE85BE68_H2,end_check,dollar_amount,8236.0,False,False,False,False,False,False,False,False,True
FB_005_FE85BE68,FB_005_FE85BE68_H1,end_check,dollar_amount,6023.0,False,False,False,False,False,False,False,False,True
FB_006_A4622E06,FB_006_A4622E06_H2,end_check,dollar_amount,5902.0,False,False,False,False,False,False,False,False,True
FB_006_A4622E06,FB_006_A4622E06_H1,end_check,dollar_amount,5576.0,False,False,False,False,False,False,False,False,False
FB_007_31B558AC,FB_007_31B558AC_H3,end_check,dollar_amount,1009.0,False,False,False,False,False,False,False,False,True
FB_007_31B558AC,FB_007_31B558AC_H2,end_check,percentage,0.01,False,False,False,False,False,False,False,False,True
FB_007_31B558AC,FB_007_31B558AC_H1,end_check,percentage,8.5,False,False,False,False,False,False,False,False,True
FB_008_77FDE37A,FB_008_77FDE37A_H3,end_check,dollar_amount,1.08,False,False,False,False,False,False,False,False,True
FB_008_77FDE37A,FB_008_77FDE37A_H2,end_check,dollar_amount,1.9,False,False,False,False,False,False,False,False,True
FB_008_77FDE37A,FB_008_77FDE37A_H1,end_check,dollar_amount,7.92,False,False,False,False,False,False,False,False,False
FB_009_ABDB2F6B,FB_009_ABDB2F6B_H2,end_check,dollar_amount,1274.0,False,False,False,False,False,False,False,False,False
FB_009_ABDB2F6B,FB_009_ABDB2F6B_H1,end_check,dollar_amount,1435.0,False,False,False,False,False,False,False,False,False
FB_010_CBE1B721,FB_010_CBE1B721_H2,end_check,percentage,14.3,False,False,False,False,False,False,False,False,False
FB_010_CBE1B721,FB_010_CBE1B721_H1,end_check,percentage,16.3,False,False,False,False,False,False,False,False,False
FB_011_F50BA584,FB_011_F50BA584_H2,end_check,dollar_amount,1051.0,False,False,False,False,False,False,False,False,True
FB_011_F50BA584,FB_011_F50BA584_H1,end_check,dollar_amount,1034.0,False,False,False,False,False,False,False,False,True
FB_012_41487F3A,FB_012_41487F3A_H2,end_check,dollar_amount,2035.0,False,False,False,False,False,False,False,False,True
FB_012_41487F3A,FB_012_41487F3A_H1,end_check,percentage,32.8,False,False,False,False,False,False,False,False,False
FB_013_E5C83D85,FB_013_E5C83D85_H2,end_check,dollar_amount,2397.0,False,False,False,False,False,False,False,False,True
FB_013_E5C83D85,FB_013_E5C83D85_H1,end_check,dollar_amount,3504.0,False,False,False,False,False,False,False,False,True
FB_014_3C2ED91D,FB_014_3C2ED91D_H2,end_check,percentage,38.5,False,False,False,False,False,False,False,False,False
FB_014_3C2ED91D,FB_014_3C2ED91D_H1,end_check,dollar_amount,4381.0,False,False,False,False,False,False,False,False,True
FB_015_5E139DB3,FB_015_5E139DB3_H2,end_check,dollar_amount,3695.0,False,False,False,False,False,False,False,False,True
FB_015_5E139DB3,FB_015_5E139DB3_H1,end_check,dollar_amount,4076.0,False,False,False,False,False,False,False,False,True
FB_017_4ABE7642,FB_017_4ABE7642_H3,end_check,dollar_amount,11608.0,False,False,False,False,False,False,False,False,True
FB_017_4ABE7642,FB_017_4ABE7642_H2,end_check,dollar_amount,5621.0,False,False,False,False,False,False,False,False,True
FB_017_4ABE7642,FB_017_4ABE7642_H1,end_check,dollar_amount,11413.0,False,False,False,False,False,False,False,False,True
FB_018_6E9F56BB,FB_018_6E9F56BB_H2,end_check,dollar_amount,27446.0,False,False,False,False,False,False,False,False,False
FB_018_6E9F56BB,FB_018_6E9F56BB_H1,end_check,dollar_amount,29233.0,False,False,False,False,False,False,False,False,False
FB_019_A187C1CC,FB_019_A187C1CC_H2,end_check,dollar_amount,14425.0,False,False,False,False,False,False,False,False,False
FB_019_A187C1CC,FB_019_A187C1CC_H1,end_check,dollar_amount,10104.0,False,False,False,False,False,False,False,False,False
FB_020_C68C8862,FB_020_C68C8862_H2,end_check,dollar_amount,179626.0,False,False,False,False,False,False,False,False,True
FB_020_C68C8862,FB_020_C68C8862_H1,end_check,percentage,26.6,False,False,False,False,False,False,False,False,False
FB_021_8ECDBFF6,FB_021_8ECDBFF6_H2,end_check,dollar_amount,14743.0,False,False,False,False,False,False,False,False,False
FB_021_8ECDBFF6,FB_021_8ECDBFF6_H1,end_check,dollar_amount,2112.0,False,False,False,False,False,False,False,False,False
FB_022_466C1ED8,FB_022_466C1ED8_H2,end_check,dollar_amount,947.0,False,False,False,False,False,False,False,False,True
FB_022_466C1ED8,FB_022_466C1ED8_H1,end_check,dollar_amount,1235.0,False,False,False,False,False,False,False,False,True
FB_024_214CEB4C,FB_024_214CEB4C_H3,end_check,dollar_amount,2085.0,False,False,False,False,False,False,False,False,False
FB_024_214CEB4C,FB_024_214CEB4C_H2,end_check,dollar_amount,2926.0,False,False,False,False,False,False,False,False,False
FB_024_214CEB4C,FB_024_214CEB4C_H1,end_check,dollar_amount,891.0,False,False,False,False,False,False,False,False,True
FB_025_E70F40EB,FB_025_E70F40EB_H3,end_check,large_number,1669.0,False,False,False,False,False,False,False,False,True
FB_025_E70F40EB,FB_025_E70F40EB_H2,end_check,large_number,17880.0,False,False,False,False,False,False,False,False,True
FB_025_E70F40EB,FB_025_E70F40EB_H1,end_check,large_number,897.0,False,False,False,False,False,False,False,False,False
FB_027_9BE33B25,FB_027_9BE33B25_H3,end_check,percentage,12.6,False,False,False,False,False,False,False,False,False
FB_027_9BE33B25,FB_027_9BE33B25_H2,end_check,dollar_amount,8437.0,False,False,False,False,False,False,False,False,True
FB_027_9BE33B25,FB_027_9BE33B25_H1,end_check,percentage,9.4,False,False,False,False,False,False,False,False,False
FB_028_C84B8000,FB_028_C84B8000_H2,end_check,dollar_amount,38.0,False,False,False,False,False,False,False,False,True
FB_028_C84B8000,FB_028_C84B8000_H1,end_check,dollar_amount,38.0,False,False,False,False,False,False,False,False,True
FB_029_CA5B2B49,FB_029_CA5B2B49_H2,end_check,dollar_amount,2622.0,False,False,False,False,False,False,False,False,True
FB_029_CA5B2B49,FB_029_CA5B2B49_H1,end_check,dollar_amount,1517.0,False,False,False,False,False,False,False,False,True
FB_030_DF79B84F,FB_030_DF79B84F_H2,end_check,dollar_amount,16612.0,False,False,False,False,False,False,False,False,False
FB_030_DF79B84F,FB_030_DF79B84F_H1,end_check,dollar_amount,8955.0,False,False,False,False,False,False,False,False,False
FB_031_E5667B37,FB_031_E5667B37_H3,end_check,dollar_amount,762.0,False,False,False,False,False,False,False,False,True
FB_031_E5667B37,FB_031_E5667B37_H2,end_check,dollar_amount,7678.0,False,False,False,False,False,False,False,False,True
FB_031_E5667B37,FB_031_E5667B37_H1,end_check,percentage,29.4,False,False,False,False,False,False,False,False,True
FB_032_D18D6021,FB_032_D18D6021_H2,end_check,dollar_amount,1474.0,False,False,False,False,False,False,False,False,False
FB_032_D18D6021,FB_032_D18D6021_H1,end_check,dollar_amount,6844.0,False,False,False,False,False,False,False,False,False
FB_033_EE9D3CFB,FB_033_EE9D3CFB_H3,end_check,dollar_amount,8249.0,False,False,False,False,False,False,False,False,True
FB_033_EE9D3CFB,FB_033_EE9D3CFB_H2,end_check,dollar_amount,6395.0,False,False,False,False,False,False,False,False,False
FB_033_EE9D3CFB,FB_033_EE9D3CFB_H1,end_check,dollar_amount,4399.0,False,False,False,False,False,False,False,False,False
FB_034_BDBAA961,FB_034_BDBAA961_H3,end_check,dollar_amount,22281.0,False,False,False,False,False,False,False,False,True
FB_034_BDBAA961,FB_034_BDBAA961_H2,end_check,percentage,33.9,False,False,False,False,False,False,False,False,False
FB_034_BDBAA961,FB_034_BDBAA961_H1,end_check,dollar_amount,10590.0,False,False,False,False,False,False,False,False,False
FB_035_15E1E864,FB_035_15E1E864_H3,end_check,percentage,6.4,False,False,False,False,False,False,False,False,False
FB_035_15E1E864,FB_035_15E1E864_H2,end_check,large_number,2445.0,False,False,False,False,False,False,False,False,False
FB_035_15E1E864,FB_035_15E1E864_H1,end_check,large_number,12160.0,False,False,False,False,False,False,False,False,False
FB_036_47FD0B96,FB_036_47FD0B96_H2,end_check,large_number,802.0,False,False,False,False,False,False,False,False,False
FB_036_47FD0B96,FB_036_47FD0B96_H1,end_check,large_number,1829.0,False,False,False,False,False,False,False,False,True
FB_037_CB0A4D6D,FB_037_CB0A4D6D_H3,end_check,dollar_amount,3135.0,False,False,False,False,False,False,False,False,True
FB_037_CB0A4D6D,FB_037_CB0A4D6D_H2,end_check,dollar_amount,2208.0,False,False,False,False,False,False,False,False,False
FB_037_CB0A4D6D,FB_037_CB0A4D6D_H1,end_check,dollar_amount,2500.0,False,False,False,False,False,False,False,False,False
FB_038_9BAA83E2,FB_038_9BAA83E2_H2,end_check,dollar_amount,19432.0,False,False,False,False,False,False,False,False,True
FB_038_9BAA83E2,FB_038_9BAA83E2_H1,end_check,percentage,51.7,False,False,False,False,False,False,False,False,False
FB_039_FDBB6DC2,FB_039_FDBB6DC2_H3,end_check,dollar_amount,1372.0,False,False,False,False,False,False,False,False,False
FB_039_FDBB6DC2,FB_039_FDBB6DC2_H2,end_check,percentage,0.01,False,False,False,False,False,False,False,False,True
FB_039_FDBB6DC2,FB_039_FDBB6DC2_H1,end_check,dollar_amount,46807.0,False,False,False,False,False,False,False,False,True
FB_040_DBF8FC6A,FB_040_DBF8FC6A_H2,end_check,dollar_amount,62827.0,False,False,False,False,False,False,False,False,True
FB_040_DBF8FC6A,FB_040_DBF8FC6A_H1,end_check,percentage,29.6,False,False,False,False,False,False,False,False,False
FB_041_EB5B1B78,FB_041_EB5B1B78_H3,end_check,dollar_amount,48564.0,False,False,False,False,False,False,False,False,True
FB_041_EB5B1B78,FB_041_EB5B1B78_H2,end_check,dollar_amount,5847.0,False,False,False,False,False,False,False,False,False
FB_041_EB5B1B78,FB_041_EB5B1B78_H1,end_check,dollar_amount,49343.0,False,False,False,False,False,False,False,False,True
FB_042_1741E456,FB_042_1741E456_H2,end_check,dollar_amount,23630.0,False,False,False,False,False,False,False,False,True
FB_042_1741E456,FB_042_1741E456_H1,end_check,dollar_amount,17915.0,False,False,False,False,False,False,False,False,False
FB_043_1BA81F6A,FB_043_1BA81F6A_H3,end_check,percentage,24.1,False,False,False,False,False,False,False,False,False
FB_043_1BA81F6A,FB_043_1BA81F6A_H2,end_check,dollar_amount,5968.0,False,False,False,False,False,False,False,False,False
FB_043_1BA81F6A,FB_043_1BA81F6A_H1,end_check,percentage,31.3,False,False,False,False,False,False,False,False,False
FB_044_899DEDA7,FB_044_899DEDA7_H3,end_check,dollar_amount,87723.0,False,False,False,False,False,False,False,False,True
FB_044_899DEDA7,FB_044_899DEDA7_H2,end_check,dollar_amount,75098.0,False,False,False,False,False,False,False,False,True
FB_044_899DEDA7,FB_044_899DEDA7_H1,end_check,dollar_amount,35269.0,False,False,False,False,False,False,False,False,True
FB_045_3960FE69,FB_045_3960FE69_H2,end_check,percentage,0.0,False,False,False,False,False,False,False,False,False
FB_045_3960FE69,FB_045_3960FE69_H1,end_check,percentage,0.1,False,False,False,False,False,False,False,False,False
FB_046_E323A993,FB_046_E323A993_H2,end_check,dollar_amount,1420.0,False,False,False,False,False,False,False,False,True
FB_046_E323A993,FB_046_E323A993_H1,end_check,dollar_amount,650.0,False,False,False,False,False,False,False,False,True
FB_047_A9C061FE,FB_047_A9C061FE_H3,end_check,dollar_amount,966.0,False,False,False,False,False,False,False,False,False
FB_047_A9C061FE,FB_047_A9C061FE_H2,end_check,dollar_amount,832.0,False,False,False,False,False,False,False,False,True
