qid,type,inj_num,orig_num,inj_survived,orig_restored,g1_det,g2_det,g3_det,any_gate,g1_false_positive,g2_false_positive,g3_false_positive,any_false_positive,suppressed_no_restore
FB_117_C880E731,dollar_amount,6546.86,4951.5,False,True,True,True,False,True,False,False,False,False,False
FB_117_C880E731,dollar_amount,3274.29,4951.5,False,True,True,True,False,True,False,False,False,False,False
FB_118_8B6021A4,large_number,739.0,1112.0,False,False,False,True,False,True,False,False,False,False,True
FB_118_8B6021A4,dollar_amount,7663.0,5752.0,False,False,False,False,False,False,False,False,False,False,False
FB_118_8B6021A4,dollar_amount,4216.0,5066.0,False,True,False,False,False,False,False,False,False,False,False
FB_119_3CD84B18,dollar_amount,23876.0,18407.0,False,False,True,False,False,True,False,False,False,False,True
FB_119_3CD84B18,dollar_amount,12740.0,10498.0,False,False,True,False,False,True,False,False,False,False,True
FB_119_3CD84B18,dollar_amount,8689.0,10226.0,False,False,True,False,False,True,False,False,False,False,True
FB_120_223C47BE,dollar_amount,3.2,4.2,False,True,True,True,False,True,False,False,False,False,False
FB_120_223C47BE,dollar_amount,2.5,3.4,False,True,True,True,False,True,False,False,False,False,False
FB_124_C0D9EB5C,dollar_amount,6616.0,8613.0,False,True,False,False,False,False,False,False,False,False,False
FB_124_C0D9EB5C,dollar_amount,15021.0,11813.0,False,True,True,False,False,True,False,False,False,False,False
FB_124_C0D9EB5C,dollar_amount,6610.0,10200.0,False,False,False,False,False,False,False,False,False,False,False
FB_125_E7A2D24B,percentage,18.6,23.9,False,True,True,True,True,True,False,False,False,False,False
FB_125_E7A2D24B,dollar_amount,17408.0,13209.0,True,True,False,False,False,False,False,False,False,False,False
FB_125_E7A2D24B,dollar_amount,22497.0,17188.0,False,True,True,True,False,True,False,False,False,False,False
FB_126_3313FCA9,percentage,27.2,35.5,False,True,True,True,False,True,False,False,False,False,False
FB_126_3313FCA9,large_number,475408619.0,355000000.0,False,True,True,True,False,True,False,False,False,False,False
FB_126_3313FCA9,large_number,748272843.0,645000000.0,False,True,True,True,False,True,False,False,False,False,False
FB_127_E1B380E5,dollar_amount,1.0,1.5,False,True,True,True,False,True,False,False,False,False,False
FB_127_E1B380E5,dollar_amount,4.6,5.5,False,True,True,True,False,True,False,False,False,False,False
FB_128_F410AC0E,dollar_amount,4150.0,3000.0,False,True,True,False,False,True,False,False,False,False,False
FB_128_F410AC0E,dollar_amount,27616.0,41173.0,False,True,True,False,False,True,False,False,False,False,False
FB_128_F410AC0E,dollar_amount,107506.0,92575.0,False,True,True,False,False,True,False,False,False,False,False
FB_129_1F62F697,percentage,14.2,10.0,False,True,True,True,False,True,False,False,False,False,False
FB_129_1F62F697,percentage,16.9,10.3,False,True,False,True,False,True,False,False,False,False,False
FB_129_1F62F697,dollar_amount,1.0,1.29,False,True,True,True,False,True,False,False,False,False,False
FB_130_B646D047,percentage,17.6,10.0,False,True,True,False,False,True,False,False,False,False,False
FB_130_B646D047,percentage,2.6,8.0,False,True,True,False,False,True,False,False,False,False,False
FB_130_B646D047,percentage,17.0,8.0,False,True,True,False,False,True,False,False,False,False,False
FB_131_3A78CB5F,dollar_amount,8948.0,12171.0,False,False,True,False,False,True,False,False,False,False,True
FB_131_3A78CB5F,large_number,7869.0,11396.0,False,True,True,False,False,True,False,False,False,False,False
FB_132_9F7A4F77,dollar_amount,26881.0,20028.0,False,False,True,False,False,True,False,False,False,False,True
FB_132_9F7A4F77,dollar_amount,1431.0,2200.0,False,True,True,False,False,True,False,False,False,False,False
FB_133_F4882588,dollar_amount,14483.0,11400.0,True,True,False,False,False,False,False,False,False,False,False
FB_133_F4882588,dollar_amount,2747.0,2000.0,False,True,True,True,False,True,False,False,False,False,False
FB_133_F4882588,dollar_amount,1317.0,1000.0,False,True,True,True,False,True,False,False,False,False,False
FB_134_8EAD738D,dollar_amount,1654.0,1200.0,False,True,True,True,True,True,False,False,False,False,False
FB_135_DFC4B0A4,dollar_amount,2548.0,3174.0,False,False,True,False,False,True,False,False,False,False,True
FB_135_DFC4B0A4,dollar_amount,16404.0,12427.0,False,False,True,True,False,True,False,False,False,False,True
FB_135_DFC4B0A4,percentage,0.0,4.0,False,False,False,False,False,False,False,False,False,False,False
FB_137_A71B03EF,dollar_amount,751.0,1000.0,False,True,True,True,False,True,False,False,False,False,False
FB_137_A71B03EF,dollar_amount,931.0,1500.0,False,False,True,True,False,True,False,False,False,False,True
FB_138_1767BBA1,dollar_amount,5245.6,3900.5,False,False,True,False,False,True,False,False,False,False,True
FB_138_1767BBA1,dollar_amount,2212.1,3200.2,False,False,True,False,False,True,False,False,False,False,True
FB_138_1767BBA1,dollar_amount,2497.7,3500.0,True,False,False,False,False,False,False,False,False,False,False
FB_139_4FC46F83,dollar_amount,1698.3,2800.0,False,False,True,True,False,True,False,False,False,False,True
FB_139_4FC46F83,percentage,31.4,42.4,False,True,True,True,False,True,False,False,False,False,False
FB_139_4FC46F83,percentage,43.9,50.1,True,True,False,True,False,True,False,False,False,False,False
FB_140_E38BA3D2,dollar_amount,952.0,1211.8,False,False,True,False,False,True,False,False,False,False,True
FB_140_E38BA3D2,dollar_amount,1266.6,1050.5,True,False,False,False,False,False,False,False,False,False,False
FB_140_E38BA3D2,dollar_amount,1112.3,1646.5,True,False,False,False,False,False,False,False,False,False,False
FB_141_339C8E4B,dollar_amount,298.0,250.0,False,False,True,False,False,True,False,False,False,False,True
FB_141_339C8E4B,dollar_amount,1001.0,1500.0,True,False,False,False,False,False,False,False,False,False,False
FB_141_339C8E4B,percentage,18.1,25.0,False,True,False,False,False,False,False,False,False,False,False
FB_142_54C31BE1,dollar_amount,830.6,1083.5,False,False,True,True,False,True,False,False,False,False,True
FB_142_54C31BE1,dollar_amount,4411.0,3829.0,False,True,True,True,False,True,False,False,False,False,False
FB_143_A0EA48F4,dollar_amount,15974.0,12000.0,False,True,True,True,True,True,False,False,False,False,False
FB_143_A0EA48F4,dollar_amount,1034.0,1500.0,False,False,True,True,True,True,False,False,False,False,True
FB_143_A0EA48F4,dollar_amount,8922.0,11000.0,False,True,True,True,True,True,False,False,False,False,False
FB_144_BD395CC4,dollar_amount,2611.0,3800.0,False,True,True,True,False,True,False,False,False,False,False
FB_144_BD395CC4,dollar_amount,4598.0,3600.0,False,False,True,True,False,True,False,False,False,False,True
FB_145_F02E8ED1,dollar_amount,37936.0,27241.0,False,False,True,True,False,True,False,False,False,False,True
FB_145_F02E8ED1,dollar_amount,7911.0,12066.0,False,True,True,True,False,True,False,False,False,False,False
FB_146_6EE83766,dollar_amount,127741.0,202000.0,True,False,False,False,False,False,False,False,False,False,False
FB_146_6EE83766,dollar_amount,15877.0,19000.0,False,False,True,False,False,True,False,False,False,False,True
FB_146_6EE83766,dollar_amount,12860.0,18000.0,False,True,True,False,False,True,False,False,False,False,False
FB_147_D81E1F94,dollar_amount,214715.0,164000.0,False,False,True,False,False,True,False,False,False,False,True
FB_147_D81E1F94,dollar_amount,212971.0,159000.0,False,False,True,False,False,True,False,False,False,False,True
FB_147_D81E1F94,dollar_amount,50809.0,75000.0,False,False,True,False,False,True,False,False,False,False,True
FB_148_2F878B14,dollar_amount,883.0,1402.0,False,True,True,True,True,True,False,False,False,False,False
FB_148_2F878B14,large_number,32542.0,49308.0,False,False,True,True,False,True,False,False,False,False,True
FB_149_247B6607,dollar_amount,30045.0,24202.0,False,True,True,True,True,True,False,False,False,False,False
FB_149_247B6607,percentage,16.1,4.7,False,True,False,False,False,False,False,False,False,False,False
FB_150_3E3CE551,dollar_amount,14431.0,22165.0,False,True,False,False,False,False,False,False,False,False,False
FB_150_3E3CE551,dollar_amount,347115.0,514405.0,False,True,True,True,False,True,False,False,False,False,False
