hallucination_id,question_id,injection_type,trajectory_either,trajectory_judge,stage1_detected,stage4_detected,category,category_judge
FB_115_AE55E4C4_H2,FB_115_AE55E4C4,large_number,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_115_AE55E4C4_H1,FB_115_AE55E4C4,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_116_1C09CCA7_H3,FB_116_1C09CCA7,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_116_1C09CCA7_H2,FB_116_1C09CCA7,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_116_1C09CCA7_H1,FB_116_1C09CCA7,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_117_C880E731_H3,FB_117_C880E731,dollar_amount,"(np.int64(1), np.int64(0), np.int64(1), np.int64(0))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_117_C880E731_H2,FB_117_C880E731,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_117_C880E731_H1,FB_117_C880E731,dollar_amount,"(np.int64(1), np.int64(0), np.int64(1), np.int64(0))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_118_8B6021A4_H3,FB_118_8B6021A4,large_number,"(np.int64(0), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",0,1,Late Detection,Late Detection
FB_118_8B6021A4_H2,FB_118_8B6021A4,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Never Detected
FB_118_8B6021A4_H1,FB_118_8B6021A4,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_119_3CD84B18_H3,FB_119_3CD84B18,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Partial Decay
FB_119_3CD84B18_H2,FB_119_3CD84B18,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_119_3CD84B18_H1,FB_119_3CD84B18,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Partial Decay
FB_120_223C47BE_H2,FB_120_223C47BE,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_120_223C47BE_H1,FB_120_223C47BE,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Partial Decay
FB_124_C0D9EB5C_H3,FB_124_C0D9EB5C,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_124_C0D9EB5C_H2,FB_124_C0D9EB5C,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_124_C0D9EB5C_H1,FB_124_C0D9EB5C,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_125_E7A2D24B_H3,FB_125_E7A2D24B,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_125_E7A2D24B_H2,FB_125_E7A2D24B,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_125_E7A2D24B_H1,FB_125_E7A2D24B,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_126_3313FCA9_H3,FB_126_3313FCA9,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_126_3313FCA9_H2,FB_126_3313FCA9,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_126_3313FCA9_H1,FB_126_3313FCA9,large_number,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_127_E1B380E5_H2,FB_127_E1B380E5,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_127_E1B380E5_H1,FB_127_E1B380E5,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_128_F410AC0E_H3,FB_128_F410AC0E,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_128_F410AC0E_H2,FB_128_F410AC0E,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_128_F410AC0E_H1,FB_128_F410AC0E,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_129_1F62F697_H3,FB_129_1F62F697,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_129_1F62F697_H2,FB_129_1F62F697,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_129_1F62F697_H1,FB_129_1F62F697,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_130_B646D047_H3,FB_130_B646D047,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_130_B646D047_H2,FB_130_B646D047,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_130_B646D047_H1,FB_130_B646D047,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_131_3A78CB5F_H2,FB_131_3A78CB5F,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_131_3A78CB5F_H1,FB_131_3A78CB5F,large_number,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_132_9F7A4F77_H2,FB_132_9F7A4F77,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_132_9F7A4F77_H1,FB_132_9F7A4F77,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Never Detected
FB_133_F4882588_H3,FB_133_F4882588,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_133_F4882588_H2,FB_133_F4882588,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Never Detected
FB_133_F4882588_H1,FB_133_F4882588,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Never Detected
FB_134_8EAD738D_H1,FB_134_8EAD738D,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_135_DFC4B0A4_H3,FB_135_DFC4B0A4,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_135_DFC4B0A4_H2,FB_135_DFC4B0A4,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_135_DFC4B0A4_H1,FB_135_DFC4B0A4,percentage,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_137_A71B03EF_H2,FB_137_A71B03EF,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_137_A71B03EF_H1,FB_137_A71B03EF,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Never Detected
FB_138_1767BBA1_H3,FB_138_1767BBA1,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(0), np.int64(1))",1,1,Always Detected,Late Detection
FB_138_1767BBA1_H2,FB_138_1767BBA1,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_138_1767BBA1_H1,FB_138_1767BBA1,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_139_4FC46F83_H3,FB_139_4FC46F83,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_139_4FC46F83_H2,FB_139_4FC46F83,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_139_4FC46F83_H1,FB_139_4FC46F83,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_140_E38BA3D2_H3,FB_140_E38BA3D2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_140_E38BA3D2_H2,FB_140_E38BA3D2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_140_E38BA3D2_H1,FB_140_E38BA3D2,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_141_339C8E4B_H3,FB_141_339C8E4B,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Late Detection
FB_141_339C8E4B_H2,FB_141_339C8E4B,dollar_amount,"(np.int64(0), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(1))",0,1,Late Detection,Late Detection
FB_141_339C8E4B_H1,FB_141_339C8E4B,percentage,"(np.int64(1), np.int64(0), np.int64(1), np.int64(0))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_142_54C31BE1_H2,FB_142_54C31BE1,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_142_54C31BE1_H1,FB_142_54C31BE1,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_143_A0EA48F4_H3,FB_143_A0EA48F4,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_143_A0EA48F4_H2,FB_143_A0EA48F4,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(0), np.int64(1), np.int64(1))",1,1,Always Detected,Partially Detected (caught at end)
FB_143_A0EA48F4_H1,FB_143_A0EA48F4,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Partial Decay
FB_144_BD395CC4_H2,FB_144_BD395CC4,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_144_BD395CC4_H1,FB_144_BD395CC4,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(1))",1,1,Always Detected,Always Detected
FB_145_F02E8ED1_H2,FB_145_F02E8ED1,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Partial Decay
FB_145_F02E8ED1_H1,FB_145_F02E8ED1,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Never Detected
FB_146_6EE83766_H3,FB_146_6EE83766,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(0), np.int64(0), np.int64(0))",1,1,Always Detected,Never Detected
FB_146_6EE83766_H2,FB_146_6EE83766,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Partial Decay
FB_146_6EE83766_H1,FB_146_6EE83766,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Partial Decay
FB_147_D81E1F94_H3,FB_147_D81E1F94,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Partial Decay
FB_147_D81E1F94_H2,FB_147_D81E1F94,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Partial Decay
FB_147_D81E1F94_H1,FB_147_D81E1F94,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(0), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Partial Decay
FB_148_2F878B14_H2,FB_148_2F878B14,dollar_amount,"(np.int64(1), np.int64(0), np.int64(1), np.int64(0))","(np.int64(1), np.int64(0), np.int64(1), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_148_2F878B14_H1,FB_148_2F878B14,large_number,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_149_247B6607_H2,FB_149_247B6607,dollar_amount,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(1), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_149_247B6607_H1,FB_149_247B6607,percentage,"(np.int64(1), np.int64(1), np.int64(1), np.int64(1))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,1,Always Detected,Full Decay (caught→missed)
FB_150_3E3CE551_H2,FB_150_3E3CE551,dollar_amount,"(np.int64(1), np.int64(1), np.int64(0), np.int64(0))","(np.int64(1), np.int64(1), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
FB_150_3E3CE551_H1,FB_150_3E3CE551,dollar_amount,"(np.int64(1), np.int64(0), np.int64(0), np.int64(0))","(np.int64(1), np.int64(0), np.int64(0), np.int64(0))",1,0,Full Decay (caught→missed),Full Decay (caught→missed)
